Region,Country,State,City,Hotel Name,Address,Rating,Number of Reviews,Weighted rating of each unique hotel,Average rating of this brand,Place ID,Google Maps Link,Loyalty Program,Number of hotels of this brand in the program,Corporation,Segment,Total hotels of Corporation / Loyalty Program in this region,Total hotels of Corporation / Loyalty Program in this country,Total hotels of brand in this region,Total hotels of brand in this country,Hotel Brand,Vibe Keywords,Travel Purpose Keywords
Africa,Egypt,-,Cairo,Holiday Inn Cairo - Citystars by IHG,"Ali Rashed Street, Masaken Al Mohandesin, Nasr City, Cairo Governorate 11757, Egypt","4,8",21338,"5,195008876","4,180408163",ChIJw0Sx6OxAWBQRac0KOAYXiEo,Відкрити в Google Maps,IHG One Rewards,735,InterContinental Hotels Group,Comfort,28,7,15,3,Holiday Inn Hotels & Resorts,"Cozy & family-friendly, practical & economical, traditional hospitality, friendly atmosphere, comfort for all, family accessibility, reliable leisure, simple pleasures","Family Travel: child-friendly, family entertainment, comfortable leisure, kids eat free; Short Stays: convenient location"
Africa,Egypt,-,Cairo,Holiday Inn Cairo Maadi by IHG,"Nile Corniche, Maadi, Cairo Governorate 11431, Egypt","4,5",141,"2,421324387","4,180408163",ChIJV4dqUvI5WBQR6NbMXpE3iwo,Відкрити в Google Maps,IHG One Rewards,735,InterContinental Hotels Group,Comfort,28,7,15,3,Holiday Inn Hotels & Resorts,"Cozy & family-friendly, practical & economical, traditional hospitality, friendly atmosphere, comfort for all, family accessibility, reliable leisure, simple pleasures","Family Travel: child-friendly, family entertainment, comfortable leisure, kids eat free; Short Stays: convenient location"
Africa,Egypt,-,Giza,Crowne Plaza West Cairo - Arkan,"Arkan Plaza Zayed Entrance, 2 26th of July Corridor, First Al Sheikh Zayed, Giza Governorate 12588, Egypt","4,9",6509,"4,671636711","4,146710526",ChIJURAomgFbWBQR4ivSOC8M7bI,Відкрити в Google Maps,IHG One Rewards,304,InterContinental Hotels Group,Comfort,28,7,4,2,Crowne Plaza,"Business-oriented, modern & design-focused, productive spaces, business efficiency, technological comfort, business innovations, professional environment, corporate style","Business Trips: highly effective workspaces, business events, conference service, productive spaces; Short Stays: efficient process"
Africa,Egypt,-,Sharm El-sheikh,Crowne Plaza Resort Sharm El Sheikh,"Pacha Bay P O Box 140, Sharm El-sheikh, Egypt","4,3",8,"1,025810698","4,146710526",ChIJv_Zc08A3UxQRMPjYyEWtOgs,Відкрити в Google Maps,IHG One Rewards,304,InterContinental Hotels Group,Comfort,28,7,4,2,Crowne Plaza,"Business-oriented, modern & design-focused, productive spaces, business efficiency, technological comfort, business innovations, professional environment, corporate style","Business Trips: highly effective workspaces, business events, conference service, productive spaces; Short Stays: efficient process"
Africa,Egypt,-,Cairo,InterContinental Cairo Semiramis by IHG,"Nile Corniche, Qasr Ad Dobarah, Qasr El Nil, Cairo Governorate 11511, Egypt","4,8",52016,"5,659374362","4,354852321",ChIJz2GOEc9AWBQRPWWYVRruSq8,Відкрити в Google Maps,IHG One Rewards,237,InterContinental Hotels Group,Luxury,28,7,8,4,InterContinental Hotels & Resorts,"luxurious – classic & traditional, international elegance, global luxury, local flavor, diplomatic chic, exquisite gastronomy, cultural connections","Business Trips: global business opportunities, exclusive conference halls, international meetings; Relaxation: premium spa, sophisticated relaxation, luxury leisure"
Africa,Egypt,-,Cairo,InterContinental Citystars Cairo by IHG,"Omar Ibn El-Khattab, Street, Nasr City, Cairo Governorate 11737, Egypt","4,7",28422,"5,23306215","4,354852321",ChIJJYCniw4-WBQRDaNySSZ_iuI,Відкрити в Google Maps,IHG One Rewards,237,InterContinental Hotels Group,Luxury,28,7,8,4,InterContinental Hotels & Resorts,"luxurious – classic & traditional, international elegance, global luxury, local flavor, diplomatic chic, exquisite gastronomy, cultural connections","Business Trips: global business opportunities, exclusive conference halls, international meetings; Relaxation: premium spa, sophisticated relaxation, luxury leisure"
Africa,Egypt,-,Cairo,Cairo Marriott Hotel & Omar Khayyam Casino,"Saray El, Gezira St, Omar Al Khayam, Zamalek, Cairo Governorate 11211, Egypt","4,5",24095,"4,929688074","4,331125828",ChIJhdbkYedAWBQRPhuW6g-CGtA,Відкрити на Google Maps,Marriott Bonvoy,604,Marriott International,Comfort,33,10,15,3,Marriott Hotels,"Business-oriented, classic & traditional, modern functionality, reliable service, business efficiency, professional environment, conference capabilities","Business Trips: business center, conference halls, productive workspaces, professional events, corporate events; Relaxation: quality leisure"
Africa,Egypt,-,Cairo,"Marriott Mena House, Cairo","6 Pyramids Road Cairo، 12556, Egypt","4,6",13075,"4,733946149","4,331125828",ChIJJTcLq4VFWBQRss6Y4MGJSVw,Відкрити на Google Maps,Marriott Bonvoy,604,Marriott International,Comfort,33,10,15,3,Marriott Hotels,"Business-oriented, classic & traditional, modern functionality, reliable service, business efficiency, professional environment, conference capabilities","Business Trips: business center, conference halls, productive workspaces, professional events, corporate events; Relaxation: quality leisure"
Africa,Egypt,-,Hurghada,Hurghada Marriott Beach Resort,"El Corniche Road, Hurghada, Red Sea Governorate, Egypt","4,5",6514,"4,290653723","4,331125828",ChIJd_m4VeCGUhQRSZya87Y1XOU,Відкрити на Google Maps,Marriott Bonvoy,604,Marriott International,Comfort,33,10,15,3,Marriott Hotels,"Business-oriented, classic & traditional, modern functionality, reliable service, business efficiency, professional environment, conference capabilities","Business Trips: business center, conference halls, productive workspaces, professional events, corporate events; Relaxation: quality leisure"
Africa,Egypt,-,Alexandria,Sheraton Montazah Hotel,"Corniche Road, Al Mandarah Bahri, Montaza 2, Alexandria Governorate 21923, Egypt","4,3",11104,"4,348932455","4,176993166",ChIJTWDJZejE9RQR89zgBvw1IPk,Open in Google Maps,Marriott Bonvoy,439,Marriott International,Comfort,33,10,11,5,Sheraton,"Business-oriented, classic & traditional, international standard, social spaces, proven quality, business comfort, universal elegance","Business Trips: global business, conference capabilities, communication hubs, workspaces; Family Travel: family leisure"
Africa,Egypt,-,Giza,Sheraton Cairo Hotel & Casino,"Charles de Gaulle, Ad Doqi A, Dokki, Giza Governorate 3750412, Egypt","4,5",8768,"4,435818829","4,176993166",ChIJ2fes49RAWBQRUydnzRnZhzY,Open in Google Maps,Marriott Bonvoy,439,Marriott International,Comfort,33,10,11,5,Sheraton,"Business-oriented, classic & traditional, international standard, social spaces, proven quality, business comfort, universal elegance","Business Trips: global business, conference capabilities, communication hubs, workspaces; Family Travel: family leisure"
Africa,Egypt,-,Hurghada,Sheraton Miramar Resort El Gouna,"Red Sea, Hurghada 2, Red Sea Governorate 1982710, Egypt","4,6",3797,"4,116488204","4,176993166",ChIJD79fVplmUhQRaXjwddYFbo4,Open in Google Maps,Marriott Bonvoy,439,Marriott International,Comfort,33,10,11,5,Sheraton,"Business-oriented, classic & traditional, international standard, social spaces, proven quality, business comfort, universal elegance","Business Trips: global business, conference capabilities, communication hubs, workspaces; Family Travel: family leisure"
Africa,Egypt,-,Hurghada,Sheraton Soma Bay Resort,"Hurghada, Red Sea Governorate 1945731, Egypt","4,5",3045,"3,919196136","4,176993166",ChIJrUT4kstvTRQRCef9n_GMYGc,Open in Google Maps,Marriott Bonvoy,439,Marriott International,Comfort,33,10,11,5,Sheraton,"Business-oriented, classic & traditional, international standard, social spaces, proven quality, business comfort, universal elegance","Business Trips: global business, conference capabilities, communication hubs, workspaces; Family Travel: family leisure"
Africa,Egypt,-,Sharm Al Shiekh,"Sheraton Sharm Hotel, Resort, Villas & Spa","Al Pasha Coast, Sharm Al Shiekh, South Sinai Governorate 8763401, Egypt","4,2",3590,"3,732976175","4,176993166",ChIJu_ramMg3UxQRZ7AdVKKfDRU,Open in Google Maps,Marriott Bonvoy,439,Marriott International,Comfort,33,10,11,5,Sheraton,"Business-oriented, classic & traditional, international standard, social spaces, proven quality, business comfort, universal elegance","Business Trips: global business, conference capabilities, communication hubs, workspaces; Family Travel: family leisure"
Africa,Egypt,-,Cairo,JW Marriott Hotel Cairo,"Ring Rd, Mirage City, Cairo Governorate 11757, Egypt","4,6",14874,"4,798325521","4,455284553",ChIJ7x-mqic-WBQRN-Ml0uWwRcI,Відкрити на Google Maps,Marriott Bonvoy,123,Marriott International,Luxury,33,10,3,1,JW Marriott,"luxurious  – elegant design, premium materials, impeccable service, impressive architecture, premium tranquility, unobtrusive luxury, sophisticated atmosphere","Business Trips: business conferences, business meetings, premium workspaces; Relaxation: spa relaxation, luxury leisure, wellness rituals, rejuvenation"
Africa,Egypt,-,Cairo,"The Nile Ritz-Carlton, Cairo","1113 Nile Corniche, Ismailia, El Nil, Cairo Governorate 11221, Egypt","4,6",18008,"4,893813038","4,565048544",ChIJrZmqaeVAWBQRyohtEEq8_Mk,Відкрити на Google Maps,Marriott Bonvoy,103,Marriott International,Luxury,33,10,2,1,The Ritz-Carlton,"luxurious –  traditional sophistication, historic elegance, royal service, ultra-luxury, conservative chic, heritage luxury","Relaxation: exclusive relaxation, spa treatments, premium leisure, luxury recreation; Business Trips: VIP meetings, elite business events"
Africa,Equatorial Guinea,-,Bata,ibis Bata,"Paseo Maritimo, Bata, Equatorial Guinea",4,150,"2,178976947","4,120402685",ChIJYVsMVKL5fBARx3ozs47s01o,Відкрити в Google Maps,ALL - Accor Live Limitless,745,Accor Hotels,Standart,66,2,23,2,Ibis Hotels,"Practical & economical, modern & design-focused, minimalist functionality, affordable modernity, basic comfort, urban style, economical quality, clear concept","Short Stays: quick check-in, efficient process, convenient location, urban accessibility; Business Trips: basic work conditions"
Africa,Equatorial Guinea,-,Malabo,ibis Malabo,"2, Isla De Bioko, Malabo, Equatorial Guinea","4,1",198,"2,356324403","4,120402685",ChIJKzO2STucZhARqirWdTsz8og,Відкрити в Google Maps,ALL - Accor Live Limitless,745,Accor Hotels,Standart,66,2,23,2,Ibis Hotels,"Practical & economical, modern & design-focused, minimalist functionality, affordable modernity, basic comfort, urban style, economical quality, clear concept","Short Stays: quick check-in, efficient process, convenient location, urban accessibility; Business Trips: basic work conditions"
Africa,Eswatini,-,Mbabane,Hilton Garden Inn Mbabane,"Mhlambanyatsi Rd, Mbabane H100, Eswatini","4,5",745,"3,231831181","4,186748466",ChIJddqcje7O6B4REx9Qj79KXd8,Відкрити в Google Maps,Hilton Honors,815,Hilton Worldwide,Standart,44,1,9,1,Hilton Garden Inn,"Business-oriented, practical & economical, efficient design, work zones, fresh simplicity, hardworking comfort, convenient technologies, rational hospitality","Business Trips: productive workspaces, business center, technological solutions; Short Stays: quick service, efficient process"
Africa,Ethiopia,-,Addis Ababa,Hilton Addis Ababa,"Menelik II Ave, Addis Ababa 1164, Ethiopia","4,2",2024,"3,471746279","4,281617647",ChIJfX9E5JaFSxYRb8PJTaZkLX0,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,44,1,26,1,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
Africa,Ethiopia,-,Addis Ababa,Hyatt Regency Addis Ababa,"Meskel Square, Addis Ababa, Ethiopia","4,4",968,"3,284956155","4,318333333",ChIJIdFk6buFSxYRwrLuXOAdqqo,Відкрити в Google Maps,World of Hyatt,240,Hyatt Hotels Corporation,Comfort,17,1,10,1,Hyatt Regency,"Business-oriented, luxurious & refined, large-scale spaces, great opportunities, corporate elegance, business luxury, conference excellence, confident style","Business Trips: large-scale conferences, corporate events, powerful infrastructure, business efficiency; Relaxation: full service"
Africa,Ghana,-,Accra,ibis Styles Accra Airport,"Plot 24, Enclave, Ghana","4,2",3701,"3,746858235","4,149295775",ChIJvbEExfya3w8RJBSRhda677k,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,66,1,5,1,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
Africa,Ghana,-,Accra,"Holiday Inn Accra Airport, an IHG Hotel","Plot 19 & 20, Accra, Ghana","4,3",5570,"4,026878145","4,180408163",ChIJOy_YmeKa3w8RbMzLSjjA8gw,Відкрити в Google Maps,IHG One Rewards,735,InterContinental Hotels Group,Comfort,28,1,15,1,Holiday Inn Hotels & Resorts,"Cozy & family-friendly, practical & economical, traditional hospitality, friendly atmosphere, comfort for all, family accessibility, reliable leisure, simple pleasures","Family Travel: child-friendly, family entertainment, comfortable leisure, kids eat free; Short Stays: convenient location"
Africa,Ghana,-,Accra,Accra Marriott Hotel,"Liberation Road, Accra, Ghana","4,5",15052,"4,699825944","4,331125828",ChIJs0_tTx2b3w8Rtpb29CT3SJo,Відкрити на Google Maps,Marriott Bonvoy,604,Marriott International,Comfort,33,1,15,1,Marriott Hotels,"Business-oriented, classic & traditional, modern functionality, reliable service, business efficiency, professional environment, conference capabilities","Business Trips: business center, conference halls, productive workspaces, professional events, corporate events; Relaxation: quality leisure"
Africa,Ivory Coast,-,Abidjan,Ibis Styles Abidjan Marcory,"Bd Valéry Giscard d'Estaing, Abidjan, Côte d’Ivoire",4,2763,"3,441538039","4,149295775",ChIJE9DMZKTuwQ8R4VzPChuGzjA,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,66,2,5,2,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
Africa,Ivory Coast,-,Abidjan,Ibis Styles Abidjan Plateau,"7 Bd Roume, Abidjan, Côte d’Ivoire","3,9",1851,"3,185949958","4,149295775",ChIJ30q-j7HrwQ8R7T4g5dVgcgk,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,66,2,5,2,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
Africa,Kenya,-,Nairobi,Mercure Nairobi Upper Hill,"Longonot Rd, Nairobi, Kenya","4,6",393,"2,984820655","3,972017354",ChIJdQCznVERLxgRHPUUaFwbzI4,Відкрити в Google Maps,ALL - Accor Live Limitless,922,Accor Hotels,Comfort,66,6,12,1,Mercure Hotels,"Cozy & family-friendly, boutique & unique, local flavor, individual style, regional authenticity, cultural connection, unique character, European charm","Relaxation: local experience, regional flavor, authentic impressions; Family Travel: comfortable atmosphere, cultural immersion"
Africa,Kenya,-,Nairobi,ibis Styles Nairobi Westlands,"Rhapta Road, Nairobi, Kenya","4,6",4453,"4,196062745","4,149295775",ChIJPbfSikEXLxgR6PyPNDm_e1Y,Відкрити в Google Maps,ALL - Accor Live Limitless,355,Accor Hotels,Standart,66,6,5,1,ibis Styles,"Practical & economical, modern & design-focused, boutique & unique, creative budget, bright design, playful atmosphere, youthful mood, affordable individuality","Short Stays: bright impressions, quick check-in, convenient location; Family Travel: friendly design, creative space"
